index,polarity,subjectivity,speaker,speaker_name,text,applause,attack,agree,noun_phrases,people,locations,topic
391,0.16666666666666666,0.3333333333333333,sanders,sanders,... Here is the main two points...,False,False,False,['points ...'],[],[],misc
392,0.0,0.0,moderator,moderator,"... Senator Sanders, let me ask you a question about taxes.",False,False,False,"['... senator', 'sanders']",[],[],"question, sanders, taxes"
393,0.0,0.0,sanders,sanders,Yeah.,False,False,False,['yeah'],[],[],misc
394,0.25,0.3,moderator,moderator,The most googled political issue...,False,False,False,['political issue ...'],[],[],question
395,0.0,0.0,sanders,sanders,... I got it.,False,False,False,[],[],[],misc
396,0.125,0.5166666666666666,moderator,moderator,"In the last month was taxes. Now, in your healthcare plan, the plan you released tonight, you would not only raise taxes on the wealthy, but the details you released indicate you would raise taxes on the middle class also. Is that correct?",False,False,False,"['healthcare plan', 'middle class']",[],[],"question, taxes, healthcare"
397,-0.2738095238095238,0.32142857142857145,sanders,sanders,"What is correct, and I'm disappointed that Secretary Clinton's campaign has made this criticism. It's a Republican criticism. Secretary Clinton does know a lot about healthcare, and she understands, I believe, that a medicare for all, single payer program will substantially lower the cost of healthcare for middle class families.",False,True,False,"[""'s campaign"", 'republican', 'payer program', 'middle class families']",[],[],"healthcare, medicare, middle"
398,0.0,0.375,sanders,sanders,"So, what we have got to acknowledge, and I hope the Secretary does, is we are doing away with private health insurance premiums.",False,False,False,['private health insurance premiums'],[],[],"healthcare, h-clinton"
399,0.08333333333333333,0.11666666666666665,sanders,sanders,"So, instead of paying $10,000 dollars to Blue Cross, or Blue Shield, yes, some middle class families would be paying slightly more in taxes, but the result would be that that middle class family would be saving some $5,000 dollars in healthcare costs.",False,False,False,"['blue cross', 'shield', 'middle class families', 'middle class family', 'healthcare costs']",[],[],"taxes, middle"
400,0.2525,0.595,sanders,sanders,"A little bit more in taxes, do away with private health insurance premiums. It's a pretty good deal. [applause]",True,False,False,['private health insurance premiums'],[],[],taxes
401,0.0,0.0,moderator,moderator,"Senator, Senator, let me just follow up on that.",False,False,False,[],[],[],sanders
402,0.0,0.0,sanders,sanders,Yeah.,False,False,False,['yeah'],[],[],misc
